wordpress-1  | 127.0.0.1 - - [30/Jul/2026:01:09:57 +0000] "GET /tag/retention/feed/ HTTP/1.1" 200 15922 "-" "StaaticWordPress/1.12.5 (WordPress 6.7.5; http://techtools.localhost:8088/) GuzzleHttp/7"
wordpress-1  | 127.0.0.1 - - [30/Jul/2026:01:11:18 +0000] "GET /category/uncategorized/ HTTP/1.1" 200 46296 "-" "StaaticWordPress/1.12.5 (WordPress 6.7.5; http://hub.localhost:8088/) GuzzleHttp/7"
wordpress-1  | 127.0.0.1 - - [30/Jul/2026:01:11:18 +0000] "GET /author/hub/ HTTP/1.1" 200 46836 "-" "StaaticWordPress/1.12.5 (WordPress 6.7.5; http://hub.localhost:8088/) GuzzleHttp/7"
wordpress-1  | [Thu Jul 30 01:11:18.365607 2026] [php:warn] [pid 451:tid 451] [client 127.0.0.1:47668] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134
wordpress-1  | [Thu Jul 30 01:11:18.365608 2026] [php:warn] [pid 412:tid 412] [client 127.0.0.1:47676] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134
wordpress-1  | [Thu Jul 30 01:11:18.365647 2026] [php:warn] [pid 19:tid 19] [client 127.0.0.1:47686] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134
wordpress-1  | [Thu Jul 30 01:11:18.365700 2026] [php:warn] [pid 24:tid 24] [client 127.0.0.1:47688] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134
wordpress-1  | 127.0.0.1 - - [30/Jul/2026:01:11:18 +0000] "GET /2026/07/22/hello-world/feed/ HTTP/1.1" 200 2353 "-" "StaaticWordPress/1.12.5 (WordPress 6.7.5; http://hub.localhost:8088/) GuzzleHttp/7"
wordpress-1  | 127.0.0.1 - - [30/Jul/2026:01:11:18 +0000] "GET /category/uncategorized/feed/ HTTP/1.1" 200 2764 "-" "StaaticWordPress/1.12.5 (WordPress 6.7.5; http://hub.localhost:8088/) GuzzleHttp/7"
wordpress-1  | [Thu Jul 30 01:11:18.405316 2026] [php:warn] [pid 19:tid 19] [client 127.0.0.1:47686] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134
wordpress-1  | 127.0.0.1 - - [30/Jul/2026:01:11:18 +0000] "GET /author/openclaw-agent/ HTTP/1.1" 200 43414 "-" "StaaticWordPress/1.12.5 (WordPress 6.7.5; http://hub.localhost:8088/) GuzzleHttp/7"
wordpress-1  | 127.0.0.1 - - [30/Jul/2026:01:11:18 +0000] "GET /sample-page/ HTTP/1.1" 200 41953 "-" "StaaticWordPress/1.12.5 (WordPress 6.7.5; http://hub.localhost:8088/) GuzzleHttp/7"
wordpress-1  | 127.0.0.1 - - [30/Jul/2026:01:11:18 +0000] "GET /author/hub/feed/ HTTP/1.1" 200 2713 "-" "StaaticWordPress/1.12.5 (WordPress 6.7.5; http://hub.localhost:8088/) GuzzleHttp/7"
wordpress-1  | [Thu Jul 30 01:11:18.472592 2026] [php:warn] [pid 451:tid 451] [client 127.0.0.1:47668] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134
wordpress-1  | [Thu Jul 30 01:11:18.472592 2026] [php:warn] [pid 412:tid 412] [client 127.0.0.1:47676] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134
wordpress-1  | 127.0.0.1 - - [30/Jul/2026:01:11:18 +0000] "GET /sample-page/feed/ HTTP/1.1" 200 1431 "-" "StaaticWordPress/1.12.5 (WordPress 6.7.5; http://hub.localhost:8088/) GuzzleHttp/7"
wordpress-1  | 127.0.0.1 - - [30/Jul/2026:01:11:18 +0000] "GET /author/openclaw-agent/feed/ HTTP/1.1" 200 1530 "-" "StaaticWordPress/1.12.5 (WordPress 6.7.5; http://hub.localhost:8088/) GuzzleHttp/7"
wordpress-1  | 127.0.0.1 - - [30/Jul/2026:01:08:53 +0000] "POST /wp-admin/admin-ajax.php?action=staatic_test_request&nonce=629f10b902 HTTP/1.1" 200 420 "-" "WordPress/6.7.5; http://techtools.localhost:8088"
wordpress-1  | [Thu Jul 30 02:12:20.410263 2026] [php:warn] [pid 27:tid 27] [client 172.21.0.1:46482] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134
wordpress-1  | [Thu Jul 30 02:12:21.534193 2026] [php:warn] [pid 228:tid 228] [client 127.0.0.1:43674] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134
wordpress-1  | 127.0.0.1 - - [30/Jul/2026:02:12:21 +0000] "POST /wp-cron.php?doing_wp_cron=1785377541.4515280723571777343750 HTTP/1.1" 200 285 "-" "WordPress/6.7.5; http://techtools.localhost:8088"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:12:20 +0000] "GET / HTTP/1.1" 200 17539 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:12:22 +0000] "GET /wp-content/themes/openclaw-base/style.css?ver=0.1.4 HTTP/1.1" 200 3699 "http://techtools.localhost:8088/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:12:22 +0000] "GET /wp-content/uploads/sites/6/2026/07/techtoolsinfoverse-1-300x300.png HTTP/1.1" 304 249 "http://techtools.localhost:8088/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:12:22 +0000] "GET /wp-content/uploads/sites/6/2026/07/ai-output-over-optimized-featured-768x512.jpg HTTP/1.1" 200 71213 "http://techtools.localhost:8088/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:12:22 +0000] "GET /wp-content/uploads/sites/6/2026/07/client-handoff-one-pager-automation-featured-768x512.jpg HTTP/1.1" 200 11920 "http://techtools.localhost:8088/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:12:22 +0000] "GET /wp-content/uploads/sites/6/2026/07/annual-report-design-architecture-featured-480x270.jpg HTTP/1.1" 200 17510 "http://techtools.localhost:8088/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:12:22 +0000] "GET /wp-content/uploads/sites/6/2026/07/3-person-org-chart-solo-founders-featured-480x270.jpg HTTP/1.1" 200 21376 "http://techtools.localhost:8088/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:12:22 +0000] "GET /wp-content/uploads/sites/6/2026/07/ai-resume-screener-rejects-top-talent-featured-480x270.jpg HTTP/1.1" 200 19458 "http://techtools.localhost:8088/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:12:22 +0000] "GET /wp-content/uploads/sites/6/2026/07/second-brain-audit-note-taking-app-junk-drawer-featured-480x270.jpg HTTP/1.1" 200 13730 "http://techtools.localhost:8088/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:12:22 +0000] "GET /wp-content/uploads/sites/6/2026/07/four-year-vesting-schedule-saves-50-50-founder-split-featured-300x169.png HTTP/1.1" 200 49245 "http://techtools.localhost:8088/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:12:22 +0000] "GET /wp-content/uploads/sites/6/2026/07/llc-vs-sole-proprietorship-tech-founders-featured-300x169.png HTTP/1.1" 200 40988 "http://techtools.localhost:8088/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:12:22 +0000] "GET /wp-content/uploads/sites/6/2026/07/ai-pet-tech-is-not-smart-featured-480x270.jpg HTTP/1.1" 200 10809 "http://techtools.localhost:8088/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:12:22 +0000] "GET /wp-content/uploads/sites/6/2026/07/50-50-founder-split-liquidity-crisis-featured-300x169.png HTTP/1.1" 200 52936 "http://techtools.localhost:8088/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:12:22 +0000] "GET /wp-content/uploads/sites/6/2026/07/startup-tech-stacks-scale-without-enterprise-cost-featured-300x169.png HTTP/1.1" 200 48865 "http://techtools.localhost:8088/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
wordpress-1  | [Thu Jul 30 02:12:22.718048 2026] [php:warn] [pid 27:tid 27] [client 172.21.0.1:46482] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134, referer: http://techtools.localhost:8088/
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:12:22 +0000] "GET /favicon.ico HTTP/1.1" 302 420 "http://techtools.localhost:8088/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:13:14 +0000] "-" 408 0 "-" "-"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:13:14 +0000] "-" 408 0 "-" "-"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:13:14 +0000] "-" 408 0 "-" "-"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:13:14 +0000] "-" 408 0 "-" "-"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:13:14 +0000] "-" 408 0 "-" "-"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:13:26 +0000] "-" 408 0 "-" "-"
wordpress-1  | 127.0.0.1 - - [30/Jul/2026:02:13:28 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.62 (Debian) PHP/8.3.20 (internal dummy connection)"
wordpress-1  | [Thu Jul 30 02:23:21.955157 2026] [php:warn] [pid 21:tid 21] [client 172.21.0.1:53712] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134
wordpress-1  | [Thu Jul 30 02:23:22.272007 2026] [php:warn] [pid 228:tid 228] [client 127.0.0.1:57024] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134
wordpress-1  | 127.0.0.1 - - [30/Jul/2026:02:23:22 +0000] "POST /wp-cron.php?doing_wp_cron=1785378202.2567811012268066406250 HTTP/1.1" 200 285 "-" "WordPress/6.7.5; http://techtools.localhost:8088"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:23:21 +0000] "GET / HTTP/1.1" 200 17539 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:23:22 +0000] "GET /wp-content/themes/openclaw-base/style.css?ver=0.1.4 HTTP/1.1" 200 3699 "http://techtools.localhost:8088/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:23:22 +0000] "GET /wp-content/uploads/sites/6/2026/07/ai-output-over-optimized-featured-768x512.jpg HTTP/1.1" 304 250 "http://techtools.localhost:8088/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:24:13 +0000] "-" 408 0 "-" "-"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:24:13 +0000] "-" 408 0 "-" "-"
wordpress-1  | [Thu Jul 30 02:25:07.466353 2026] [php:warn] [pid 324:tid 324] [client 172.21.0.1:57754] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:25:07 +0000] "GET /2026/07/30/ai-output-over-optimized/ HTTP/1.1" 200 16989 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:25:09 +0000] "GET /wp-content/uploads/sites/6/2026/07/ai-output-over-optimized-featured-1024x683.jpg HTTP/1.1" 200 124389 "http://techtools.localhost:8088/2026/07/30/ai-output-over-optimized/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
wordpress-1  | [Thu Jul 30 02:25:33.096810 2026] [php:warn] [pid 481:tid 481] [client 172.21.0.1:57770] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134
wordpress-1  | [Thu Jul 30 02:25:33.739045 2026] [php:warn] [pid 451:tid 451] [client 127.0.0.1:45966] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134
wordpress-1  | [Thu Jul 30 02:25:33.902109 2026] [php:warn] [pid 289:tid 289] [client 127.0.0.1:45982] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134
wordpress-1  | 127.0.0.1 - - [30/Jul/2026:02:25:33 +0000] "POST /wp-cron.php?doing_wp_cron=1785378333.8754479885101318359375 HTTP/1.1" 200 285 "-" "WordPress/6.7.5; http://gardening.localhost:8088"
wordpress-1  | 127.0.0.1 - - [30/Jul/2026:02:25:33 +0000] "GET /feed/ HTTP/1.1" 200 37108 "-" "openclaw-base-crosslink/1.0"
wordpress-1  | [Thu Jul 30 02:25:34.161294 2026] [php:warn] [pid 412:tid 412] [client 127.0.0.1:45994] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134
wordpress-1  | [Thu Jul 30 02:25:34.302739 2026] [php:warn] [pid 19:tid 19] [client 127.0.0.1:45998] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134
wordpress-1  | 127.0.0.1 - - [30/Jul/2026:02:25:34 +0000] "POST /wp-cron.php?doing_wp_cron=1785378334.2856800556182861328125 HTTP/1.1" 200 285 "-" "WordPress/6.7.5; http://dogs.localhost:8088"
wordpress-1  | 127.0.0.1 - - [30/Jul/2026:02:25:34 +0000] "GET /feed/ HTTP/1.1" 200 35736 "-" "openclaw-base-crosslink/1.0"
wordpress-1  | [Thu Jul 30 02:25:34.577076 2026] [php:warn] [pid 228:tid 228] [client 127.0.0.1:46008] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134
wordpress-1  | [Thu Jul 30 02:25:34.643164 2026] [php:warn] [pid 21:tid 21] [client 127.0.0.1:46014] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134
wordpress-1  | 127.0.0.1 - - [30/Jul/2026:02:25:34 +0000] "POST /wp-cron.php?doing_wp_cron=1785378334.6358959674835205078125 HTTP/1.1" 200 285 "-" "WordPress/6.7.5; http://boardgames.localhost:8088"
wordpress-1  | 127.0.0.1 - - [30/Jul/2026:02:25:34 +0000] "GET /feed/ HTTP/1.1" 200 31637 "-" "openclaw-base-crosslink/1.0"
wordpress-1  | [Thu Jul 30 02:25:34.853239 2026] [php:warn] [pid 27:tid 27] [client 127.0.0.1:46028] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134
wordpress-1  | [Thu Jul 30 02:25:34.936347 2026] [php:warn] [pid 524:tid 524] [client 127.0.0.1:46042] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134
wordpress-1  | 127.0.0.1 - - [30/Jul/2026:02:25:34 +0000] "POST /wp-cron.php?doing_wp_cron=1785378334.9122829437255859375000 HTTP/1.1" 200 285 "-" "WordPress/6.7.5; http://coffee.localhost:8088"
wordpress-1  | 127.0.0.1 - - [30/Jul/2026:02:25:34 +0000] "GET /feed/ HTTP/1.1" 200 38841 "-" "openclaw-base-crosslink/1.0"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:25:33 +0000] "GET /2026/07/30/ai-output-over-optimized/ HTTP/1.1" 200 17026 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
wordpress-1  | [Thu Jul 30 02:25:41.155202 2026] [php:warn] [pid 289:tid 289] [client 172.21.0.1:46464] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:25:41 +0000] "GET /feed/ HTTP/1.1" 200 37145 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
wordpress-1  | [Thu Jul 30 02:25:41.285896 2026] [php:warn] [pid 289:tid 289] [client 172.21.0.1:46464] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134, referer: http://gardening.localhost:8088/feed/
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:25:41 +0000] "GET /favicon.ico HTTP/1.1" 302 420 "http://gardening.localhost:8088/feed/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
wordpress-1  | [Thu Jul 30 02:25:49.161637 2026] [php:warn] [pid 451:tid 451] [client 127.0.0.1:53284] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134
wordpress-1  | 127.0.0.1 - - [30/Jul/2026:02:25:49 +0000] "GET /feed/ HTTP/1.1" 200 124011 "-" "curl/7.88.1"
wordpress-1  | [Thu Jul 30 02:25:56.771576 2026] [php:warn] [pid 19:tid 19] [client 127.0.0.1:56426] PHP Warning:  Constant WP_ALLOW_MULTISITE already defined in /var/www/html/wp-config.php on line 134
wordpress-1  | 127.0.0.1 - - [30/Jul/2026:02:25:56 +0000] "GET /feed/ HTTP/1.1" 200 38369 "-" "curl/7.88.1"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:25:59 +0000] "-" 408 0 "-" "-"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:26:32 +0000] "-" 408 0 "-" "-"
wordpress-1  | 172.21.0.1 - - [30/Jul/2026:02:26:32 +0000] "-" 408 0 "-" "-"
